Universidad,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Curso,Tipo_centro,Sexo,Dedicacion,Nivel
Cantabria,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Carlos III de Madrid,220.0,415.0,53.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Castilla-La Mancha,1.0,203.0,182.0,87.0,45.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Complutense de Madrid,806.0,111.0,740.0,572.0,398.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Córdoba,221.0,233.0,98.0,80.0,120.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Extremadura,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Girona,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Granada,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Huelva,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Jaén,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
La Laguna,105.0,69.0,83.0,80.0,127.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
La Rioja,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
León,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Lleida,72.0,104.0,37.0,58.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Málaga,176.0,214.0,108.0,165.0,117.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Miguel Hernández de Elche,31.0,80.0,0.0,112.0,40.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Murcia,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Oviedo,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
País Vasco/Euskal Herriko Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Politécnica de Catalunya,56.0,1072.0,0.0,0.0,147.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Politécnica de Madrid,66.0,1336.0,0.0,0.0,36.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Politècnica de València,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Pompeu Fabra,231.0,92.0,126.0,182.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Rey Juan Carlos,208.0,149.0,50.0,109.0,33.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Rovira i Virgili,99.0,169.0,139.0,65.0,102.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Salamanca,407.0,62.0,238.0,150.0,107.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Santiago de Compostela,316.0,161.0,280.0,302.0,264.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
València (Estudi General),0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Vigo,168.0,213.0,69.0,12.0,179.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Zaragoza,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Internacional Menéndez Pelayo,18.0,0.0,0.0,0.0,7.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Alfonso X El Sabio,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Católica de Valencia San Vicente Mártir,10.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Deusto,88.0,37.0,0.0,4.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Francisco de Vitoria,0.0,0.0,6.0,30.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
IE Universidad,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Internacional de Catalunya,15.0,15.0,0.0,45.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Mondragón Unibertsitatea,19.0,75.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Navarra,95.0,86.0,98.0,153.0,23.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Pontificia Comillas,24.0,0.0,20.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Pontificia de Salamanca,26.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Ramón Llull,83.0,18.0,6.0,0.0,43.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
San Jorge,0.0,0.0,0.0,18.0,4.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
San Pablo-CEU,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Vic-Central de Catalunya,28.0,0.0,14.0,18.0,25.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Internacional de La Rioja,23.0,0.0,0.0,0.0,0.0,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
Notas:,,,,,,2017-2018,Centro propio,Hombres,Tiempo Completo,doctorado
A Coruña,146.0,79.0,40.0,94.0,64.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Alcalá,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Alicante,154.0,6.0,109.0,72.0,54.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Almería,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Autónoma de Barcelona,384.0,57.0,243.0,730.0,333.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Autónoma de Madrid,229.0,9.0,229.0,566.0,179.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Barcelona,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Burgos,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Cádiz,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Cantabria,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Carlos III de Madrid,122.0,110.0,65.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Castilla-La Mancha,27.0,89.0,115.0,123.0,26.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Complutense de Madrid,668.0,16.0,628.0,648.0,203.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Córdoba,132.0,90.0,110.0,75.0,90.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Extremadura,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Girona,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Granada,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Huelva,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Jaén,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
La Laguna,59.0,11.0,36.0,78.0,43.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
La Rioja,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
León,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Lleida,48.0,41.0,11.0,66.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Málaga,122.0,45.0,91.0,148.0,95.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Miguel Hernández de Elche,23.0,10.0,0.0,77.0,28.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Murcia,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Oviedo,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
País Vasco/Euskal Herriko Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Politécnica de Catalunya,31.0,330.0,0.0,0.0,56.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Politécnica de Madrid,25.0,325.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Politècnica de València,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Pompeu Fabra,126.0,43.0,134.0,224.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Rey Juan Carlos,72.0,33.0,28.0,94.0,16.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Rovira i Virgili,71.0,66.0,104.0,116.0,64.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Salamanca,222.0,9.0,196.0,146.0,56.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Santiago de Compostela,320.0,73.0,259.0,382.0,148.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
València (Estudi General),394.0,19.0,173.0,630.0,73.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Vigo,165.0,55.0,93.0,9.0,156.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Zaragoza,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Internacional Menéndez Pelayo,1.0,0.0,0.0,0.0,7.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Alfonso X El Sabio,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Antonio de Nebrija,0.0,1.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Católica de Valencia San Vicente Mártir,2.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Deusto,91.0,7.0,0.0,25.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Francisco de Vitoria,0.0,0.0,0.0,21.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
IE Universidad,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Mondragón Unibertsitatea,20.0,17.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Navarra,54.0,46.0,39.0,145.0,47.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Pontificia Comillas,5.0,0.0,3.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Pontificia de Salamanca,19.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Ramón Llull,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
San Jorge,0.0,0.0,0.0,12.0,7.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
San Pablo-CEU,0.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Vic-Central de Catalunya,15.0,0.0,5.0,16.0,8.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Internacional de La Rioja,16.0,0.0,0.0,0.0,0.0,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
Notas:,,,,,,2015-2016,Centro propio,Mujeres,Tiempo Completo,doctorado
A Coruña,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Alcalá,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Alicante,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Almería,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Autónoma de Barcelona,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Barcelona,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Burgos,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Cádiz,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Cantabria,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Complutense de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Córdoba,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Extremadura,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Girona,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Granada,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Huelva,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Jaén,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
La Laguna,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
La Rioja,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
León,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Lleida,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Málaga,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Miguel Hernández de Elche,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Murcia,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Oviedo,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Pablo de Olavide,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
País Vasco/Euskal Herriko Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Politécnica de Cartagena,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Politécnica de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Politécnica de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Politècnica de València,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Pompeu Fabra,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Rey Juan Carlos,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Rovira i Virgili,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Salamanca,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Santiago de Compostela,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
València (Estudi General),0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Vigo,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Zaragoza,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Internacional Menéndez Pelayo,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Alfonso X El Sabio,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Antonio de Nebrija,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Camilo José Cela,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Deusto,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Europea de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
IE Universidad,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Mondragón Unibertsitatea,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Navarra,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Pontificia Comillas,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Pontificia de Salamanca,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Ramón Llull,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
San Jorge,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
San Pablo-CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Vic-Central de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
Notas:,,,,,,2016-2017,Centro adscrito,Hombres,Tiempo Completo,doctorado
A Coruña,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Alcalá,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Alicante,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Almería,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Autónoma de Barcelona,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Autónoma de Madrid,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Barcelona,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Burgos,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Cádiz,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Cantabria,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Complutense de Madrid,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Córdoba,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Extremadura,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Girona,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Granada,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Huelva,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Illes Balears (Les),0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Jaén,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
La Laguna,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
La Rioja,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Las Palmas de Gran Canaria,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
León,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Lleida,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
Málaga,0.0,0.0,0.0,0.0,0.0,2019-2020,Centro adscrito,Mujeres,Tiempo Completo,doctorado
